,question_text,question_topic
4466,What's the difference in size between the Samsung Galaxy Tab A item: 710654 and the Nuvision tablet item:444605? Which has a better camera?,Product Comparison
4467,What's the difference in the dimensions of the Moda desk #853843 and the Sherwood desk #410263?,Product Comparison
4468,Between the mixed print dress style #87021 and the shirtdress style #86999 which is shorter? Do you know if either is machine-washable?,Product Comparison
4469,Do you know if either the men's active tshirt #470406VPX or the men's solid tech tee #473784VP3 are made of sweat-wicking material? Which has the looser fit?,Product Comparison
4470,Which shoes are lighter- the Steve Madden sneaker web# 156554 or the Keds canvas sneaker web#129450 ? Do you know which has more padding or mesh? I feel those are usually the more comfortable shoes.?,Product Comparison
4471,Are either the Metal vent long sleeve (3728398) or the Drop back long sleeve (3728251) machine-washable? Is one more tight fitting than the other?,Product Comparison
4472,Which shoes are lighter- the adidas running shoes #18030097 or the Nike running shoes #39489987? Do you know which has more padding or mesh? I feel those are usually the more comfortable shoes.,Product Comparison
4473,"Im interested in both this Mascara 1343938 and this Mascara 1533439. Is one more known for volumizing than the other? Are they both offered as a waterproof option, also? I need waterproof mascara.",Product Comparison
4474,"Do you have any men's testosterone boosters? Also, do you have any multivitamins designed specifically for women?",Product Availability
4475,"Do you have any men's testosterone boosters? Also, do you have any multivitamins designed specifically for women?",Product Availability
4476,I need a new filing cabinet. Do you have any in black to match my office? Do you have any plain black leather briefcases?,Product Availability
4477,"I like the look of the Express kit, but Im definitely going to need a car charger. Do you have a kit that comes with a car charger? On another note, do you sell and flavored cartridges?",Product Availability
4478,Do you have a navy blue tank top in a medium I could see? And would you happen to have any gold flats in a size 8?,Product Availability
4479,What's the difference in size between the Fire HD tablet #1899127 and the Samsung Galaxy Tab A #2407258? Which has a better camera?,Product Comparison
4480,I may order either this sleeper sofa 934165 or this sleeper sofa 011613. Do you know which has a thicker mattress built into it? What's the difference in the materials these sofas are composed of?,Product Comparison
4481,I either want to order Killing Kennedy: The End of Camelot by Bill O'Reilly (9780805096668) or Killing Reagan: The Violent Assault That Changed a Presidency by Bill O'Reilly (9781627792417). Do you know which book was released first? Which has more pages?,Product Comparison
4482,"Do you have any men's testosterone boosters? Also, do you have any multivitamins designed specifically for women?",Product Availability
4483,Which shoes are lighter- the Adidas alphabounce sneakers (NMF17_X3D7X) or the Adidas high top sneakers (NMF17_X3CJE)? Do you know which has more padding or mesh? I feel those are usually the more comfortable shoes.,Product Comparison
4484,"I'm looking for a bluetooth portable speaker that could go underwater. Do you have any like that? Also, do you have any portable speakers that could clip onto my belt?",Product Availability
4485,"Which protein bar has more fat per bar- the cake bites, item number OP-1202/2103489 or the chocolate chip cookies, item number LE-1022/2051134? Are either of these gluten free?",Product Comparison
4486,I may order either the Latte Sofa (Item: 2664230) or the Chestnut Brown Sofa  (Item: 2880116). Do you know which has thicker seat pads? What's the difference in the materials these sofas are composed of?,Product Comparison
4487,Which shoes are lighter in a size 6- the Leather Slip-On Sneakers  (520760) or the Free City Sneakers (523302)? Do you know which has more padding? I feel those are usually the more comfortable shoes.,Product Comparison
4488,"Shopping for my wife- do you have any women's tank tops in a size medium, and in the color navy blue? I'm also wanting to get her some gold flats in a size 8. Do you have any of those?",Product Availability
4489,"Would there happen to be a page on your site where I should be looking for clearance or liquidation items? And also, do you have some type of email alert I could sign up for when it comes to sales on specific brands or types of products?",Sales/Promotions
4490,I might be ordering a textbook from you but wanted to know if you have two-day shipping available for in-stock textbooks? Would you be able to send me an e-mail when it is delivered in case I'm not home when it gets there?,Shipping
4491,"When do you think I'd receive these blue flip flops (TA305198) if I order today and have it sent to Hartford, CT? Would a signature be required upon delivery or would it be left outside my door?",Shipping
4492,"I'm seriously considering this Belmont link bracelet (B12579DSSADI). Do you know how long it would take to get to my house in Hazleton, PA (Zip: 18201)? I'd just be using your normal shipping option. And could I leave instructions so that the delivery service leaves it at my side door rather than my front door?",Shipping
4493,"When do you think I'd receive the metallic wristlet (158907) if I order today and have it sent to Hartford, CT? Would a signature be required upon delivery or would it be left outside my door?",Shipping
4494,"Do you ever send out coupons to members of your e-mail list? I was thinking of signing up. Also, do you have any free shipping promo codes I could use right now?",Sales/Promotions
